ckpt,prediction,ground_truth
1400,26,26
1400,10,10
1400,160,160
1400,82,82
1400,310,310
1400,14,14
1400,20,20
1400,4,4
1400,15,15
1400,45,45
1400,308,308
1400,227,227
1400,42,42
1400,60000,60000
1400,366,366
1400,15,15
1400,26,26
1400,45,45
1400,17,17
1400,20,20
1400,17,17
1400,24,24
1400,22,22
1400,1,1
1400,2,2
1400,1000,1000
1400,2,2
1400,240000,240000
1400,67,67
1400,5,5
1400,60,60
1400,17,17
1400,11,11
1400,255,255
1400,3,3
1400,25,25
1400,12,12
1400,240,240
1400,34,34
1400,1800,1800
1400,65960,65960
1400,98,98
1400,12,12
1400,130,130
1400,68,68
1400,11,11
1400,12,12
1400,25,25
1400,2,2
1400,54,54
1400,3,3
1400,1600,1600
1400,350,350
1400,45,45
1400,2100,2100
1400,75,75
1400,24,24
1400,490,490
1400,144,144
1400,826,826
1400,30,30
1400,6,6
1400,98,98
1400,205,205
1400,22,22
1400,20,20
1400,975,975
1400,1,1
1400,2880000,2880000
1400,36,36
1400,36,36
1400,38,38
1400,72,72
1400,32,32
1400,500,500
1400,25,25
1400,20,20
1400,4000,4000
1400,525,525
1400,18,18
1400,48,48
1400,720,720
1400,400,400
1400,500,500
1400,71,71
1400,18000,18000
1400,8,8
1400,4,4
1400,3,3
1400,200,200
1400,20,20
1400,1000,1000
1400,88,88
1400,11,11
1400,30,30
1400,18,18
1400,40,40
1400,1170,1170
1400,168,168
1400,5,5
1400,26,26
1400,10,10
1400,160,160
1400,82,82
1400,310,310
1400,14,14
1400,20,20
1400,4,4
1400,15,15
1400,45,45
1400,308,308
1400,227,227
1400,42,42
1400,60000,60000
1400,366,366
1400,15,15
1400,26,26
1400,45,45
1400,17,17
1400,20,20
1400,17,17
1400,24,24
1400,22,22
1400,1,1
1400,2,2
1400,1000,1000
1400,2,2
1400,240000,240000
1400,67,67
1400,5,5
1400,60,60
1400,17,17
1400,11,11
1400,255,255
1400,3,3
1400,25,25
1400,12,12
1400,240,240
1400,34,34
1400,1800,1800
1400,65960,65960
1400,98,98
1400,12,12
1400,130,130
1400,68,68
1400,11,11
1400,12,12
1400,25,25
1400,2,2
1400,54,54
1400,3,3
1400,1600,1600
1400,350,350
1400,45,45
1400,2100,2100
1400,75,75
1400,24,24
1400,490,490
1400,144,144
1400,826,826
1400,30,30
1400,6,6
1400,98,98
1400,205,205
1400,22,22
1400,20,20
1400,975,975
1400,1,1
1400,2880000,2880000
1400,36,36
1400,36,36
1400,38,38
1400,72,72
1400,32,32
1400,500,500
1400,25,25
1400,20,20
1400,4000,4000
1400,525,525
1400,6,6
1400,2,2
1400,4,4
1400,100,100
1400,4000,4000
1400,100,100
1400,200,200
1400,4,4
1400,50,50
1400,4,4
1400,5,5
1400,4,4
1400,3,3
1400,66,66
1400,4,4
1400,3,3
1400,6,6
1400,10,10
1400,30,30
1400,1,1
1400,4,4
1400,60,60
1400,50,50
1400,13,13
1400,10,10
1400,30,30
1400,56,56
1400,30,30
1400,12,12
1400,3,3
1400,4,4
1400,4,4
1400,300,300
1400,60,60
1400,5,5
1400,4,4
1400,30,30
1400,2,2
1400,3,3
1400,5,5
1400,1,1
1400,55,55
1400,16,16
1400,4,4
1400,50,50
1400,75,75
1400,400000,400000
1400,36,36
1400,55,55
1400,3,3
1400,5,5
1400,6,6
1400,2,2
1400,23,23
1400,10,10
1400,120,120
1400,7,7
1400,6,6
1400,100,100
1400,150,150
1400,6,6
1400,8,8
1400,5,5
1400,8,8
1400,13,13
1400,20,20
1400,5,5
1400,55,55
1400,8,8
1400,3,3
1400,24,24
1400,50,50
1400,40,40
1400,400,400
1400,11,11
1400,40,40
1400,200,200
1400,6,6
1400,25,25
1400,1,1
1400,93,93
1400,60,60
1400,33,33
1400,60,60
1400,3,3
1400,50,50
1400,4000,4000
1400,8,8
1400,5,5
1400,12,12
1400,6,6
1400,24,24
1400,520,520
1400,2,2
1400,4,4
1400,3,3
1400,3500,3500
1400,12,12
1400,74,74
1400,18,18
1400,3,3
1400,50,50
1400,45,45
1400,1,1
1400,20,20
1400,47,47
1400,6,6
1400,5,5
1400,3200,3200
1400,10,10
1400,3160,3160
1400,6,6
1400,240,240
1400,5,5
1400,3,3
1400,10,10
1400,66,66
1400,175,175
1400,940,940
1400,48,48
1400,20,20
1400,5,5
1400,803,803
1400,9,9
1400,43,43
1400,3,3
1400,18,18
1400,-10,-10
1400,120,120
1400,2,2
1400,11,11
1400,3,3
1400,50,50
1400,34,34
1400,50,50
1400,15,15
1400,40,40
1400,1128,1128
1400,9,9
1400,140,140
1400,12,12
1400,21,21
1400,306,306
1400,1,1
1400,30,30
1400,22,22
1400,300,300
1400,6,6
1400,11,11
1400,48,48
1400,50,50
1400,50,50
1400,17,17
1400,5,5
1400,159,159
1400,16,16
1400,12,12
1400,2,2
1400,1,1
1400,92,92
1400,315,315
1400,2,2
1400,2800,2800
1400,700,700
1400,250,250
1400,180,180
1400,70,70
1400,350,350
1400,168,168
1400,64,64
1400,3,3
1400,440,440
1400,5600,5600
1400,5,5
1400,13,13
1400,5,5
1400,5,5
1400,3,3
1400,224000,224000
1400,50,50
1400,6,6
1400,10,10
1400,2,2
1400,15,15
1400,20,20
1400,6,6
1400,280,280
1400,160,160
1400,360,360
1400,98,98
1400,9092,9092
1400,20,20
1400,150,150
1400,40,40
1400,7,7
1400,75,75
1400,4,4
1400,3,3
1400,30,30
1400,40,40
1400,100,100
1400,291,291
1400,2,2
1400,540,540
1400,20,20
1400,12,12
1400,10,10
1400,98,98
1400,5,5
1400,21,21
1400,5,5
1400,5,5
1400,1,1
1400,16,16
1400,5,5
1400,360,360
1400,20,20
1400,2,2
1400,17,17
1400,50,50
1400,25,25
1400,7,7
1400,18,18
1400,7,7
1400,4,4
1400,15,15
1400,13,13
1400,16,16
1400,3,3
1400,7,7
1400,38,38
1400,5,5
1400,36,36
1400,280,280
1400,50,50
1400,100,100
1400,10,10
1400,120,120
1400,90,90
1400,2,2
1400,50,50
1400,73,73
1400,25,25
1400,168000,168000
1400,900,900
1400,8,8
1400,30,30
1400,10,10
1400,500,500
1400,75,75
1400,50,50
1400,20,20
1400,2,2
1400,3,3
1400,4,4
1400,200,200
1400,250,250
1400,2000,2000
1400,36,36
1400,3,3
1400,6,6
1400,180,180
1400,12,12
1400,310,310
1400,5,5
1400,6,6
1400,30,30
1400,14,14
1400,150,150
1400,138,138
1400,24,24
1400,27,27
1400,1,1
1400,23,23
1400,736,736
1400,200,200
1400,20,20
1400,6,6
1400,500,500
1400,90,90
1400,110,110
1400,3,3
1400,26,26
1400,1,1
1400,240,240
1400,14400,14400
1400,200,200
1400,60,60
1400,320,320
1400,15,15
1400,3430,3430
1400,5,5
1400,55,55
1400,20,20
1400,5000,5000
1400,80,80
1400,70,70
1400,8,8
1400,10,10
1400,4,4
1400,77,77
1400,28,28
1400,20,20
1400,180,180
1400,30,30
1400,4,4
1400,145,145
1400,24,24
1400,45,45
1400,15,15
1400,100,100
1400,15,15
1400,16,16
1400,80,80
1400,22,22
1400,7,7
1400,18,18
1400,24,24
1400,120,120
1400,459,459
1400,200,200
1400,4,4
1400,131250,131250
1400,2,2
1400,7,7
1400,5,5
1400,8,8
1400,10,10
1400,623,623
1400,1,1
1400,31,31
1400,12,12
1400,2,2
1400,665,665
1400,4,4
1400,20,20
1400,1,1
1400,29,29
1400,16,16
1400,1,1
1400,3,3
1400,1,1
1400,2000,2000
1400,4,4
1400,30,30
1400,5,5
1400,5,5
1400,2,2
1400,100,100
1400,296,296
1400,2,2
1400,3,3
1400,140000,140000
1400,9,9
1400,15,15
1400,40,40
1400,105,105
1400,1,1
1400,2600,2600
1400,100,100
1400,81,81
1400,20,20
1400,21,21
1400,1,1
1400,17,17
1400,72000,72000
1400,3,3
1400,15,15
1400,17,17
1400,30,30
1400,8,8
1400,3,3
1400,1000,1000
1400,80,80
1400,48,48
1400,4,4
1400,300,300
1400,40,40
1400,12,12
1400,13,13
1400,105,105
1400,428,428
1400,54,54
1400,40,40
1400,2,2
1400,5,5
1400,390,390
1400,1509,1509
1400,10,10
1400,1,1
1400,30,30
1400,36,36
1400,3,3
1400,14,14
1400,70,70
1400,360,360
1400,12,12
1400,700,700
1400,99,99
1400,260,260
1400,6,6
1400,35,35
1400,1,1
1400,4,4
1400,40,40
1400,1110,1110
1400,30,30
1400,5,5
1400,88000,88000
1400,24,24
1400,18,18
1400,6,6
1400,10,10
1400,25,25
1400,24,24
1400,9,9
1400,31,31
1400,10,10
1400,87,87
1400,5,5
1400,576,576
1400,20,20
1400,4,4
1400,21,21
1400,20,20
1400,4,4
1400,3,3
1400,16,16
1400,17,17
1400,55,55
1400,10,10
1400,1,1
1400,10,10
1400,32,32
1400,5000,5000
1400,160,160
1400,5,5
1400,1090,1090
1400,2,2
1400,133,133
1400,10,10
1400,24,24
1400,150000,150000
1400,109,109
1400,12,12
1400,2,2
1400,341,341
1400,2,2
1400,4,4
1400,30,30
1400,420,420
1400,38,38
1400,30,30
1400,16,16
1400,65960,65960
1400,3,3
1400,34,34
1400,42,42
1400,3,3
1400,30,30
1400,27,27
1400,5,5
1400,570,570
1400,3,3
1400,8,8
1400,100,100
1400,240,240
1400,100,100
1400,34,34
1400,91,91
1400,-3,-3
1400,45,45
1400,1200,1200
1400,5,5
1400,3,3
1400,30,30
1400,50,50
1400,27,27
1400,56,56
1400,84,84
1400,92,92
1400,36,36
1400,2,2
1400,320,320
1400,2,2
1400,21,21
1400,3,3
1400,3200,3200
1400,5,5
1400,1,1
1400,13,13
1400,26,26
1400,59,59
1400,54,54
1400,30,30
1400,16,16
1400,125,125
1400,2,2
1400,4,4
1400,14,14
1400,1920,1920
1400,41,41
1400,108,108
1400,450,450
1400,5,5
1400,3528,3528
1400,20,20
1400,145,145
1400,147,147
1400,120,120
1400,200,200
1400,100,100
1400,5760,5760
1400,53,53
1400,32,32
1400,1050,1050
1400,64,64
1400,83,83
1400,160,160
1400,120,120
1400,240,240
1400,50,50
1400,1,1
1400,15,15
1400,20,20
1400,78,78
1400,6,6
1400,3,3
1400,10,10
1400,65,65
1400,101,101
1400,104,104
1400,1,1
1400,350,350
1400,15,15
1400,2,2
1400,230,230
1400,2,2
1400,5,5
1400,42,42
1400,26,26
1400,15400,15400
1400,175,175
1400,20,20
1400,100,100
1400,50,50
1400,130000,130000
1400,2,2
1400,225,225
1400,14000,14000
1400,6,6
1400,72,72
1400,25,25
1400,42,42
1400,18,18
1400,57500,57500
1400,98,98
1400,800,800
1400,3,3
1400,18,18
1400,250,250
1400,32,32
1400,2,2
1400,50,50
1400,35,35
1400,10,10
1400,66,66
1400,90,90
1400,14,14
1400,300,300
1400,40000,40000
1400,120,120
1400,3,3
1400,432,432
1400,312,312
1400,40,40
1400,13,13
1400,192,192
1400,188,188
1400,216,216
1400,36,36
1400,4,4
1400,78,78
1400,40,40
1400,1240,1240
1400,20,20
1400,9,9
1400,104,104
1400,4,4
1400,70,70
1400,16,16
1400,15,15
1400,4,4
1400,4,4
1400,11,11
1400,3,3
1400,14,14
1400,18,18
1400,6,6
1400,123,123
1400,25,25
1400,3,3
1400,50,50
1400,8,8
1400,300,300
1400,15,15
1400,276000,276000
1400,880,880
1400,255,255
1400,2400,2400
1400,142,142
1400,50,50
1400,235,235
1400,3,3
1400,5,5
1400,24,24
1400,4,4
1400,16,16
1400,33,33
1400,27,27
1400,15,15
1400,56,56
1400,12,12
1400,36,36
1400,7,7
1400,4,4
1400,270,270
1400,10,10
1400,240,240
1400,3,3
1400,37,37
1400,3000,3000
1400,35,35
1400,67,67
1400,1,1
1400,2,2
1400,5,5
1400,38,38
1400,40,40
1400,20,20
1400,38,38
1400,93,93
1400,694,694
1400,15,15
1400,2,2
1400,6,6
1400,20,20
1400,11,11
1400,74,74
1400,1375,1375
1400,50,50
1400,75,75
1400,31,31
1400,13,13
1400,5600,5600
1400,60,60
1400,72,72
1400,100,100
1400,6400,6400
1400,60,60
1400,44,44
1400,19,19
1400,60,60
1400,100,100
1400,10,10
1400,16,16
1400,215,215
1400,20,20
1400,10,10
1400,105,105
1400,3,3
1400,4000,4000
1400,260,260
1400,1100,1100
1400,2,2
1400,220,220
1400,22,22
1400,23,23
1400,7,7
1400,8,8
1400,138,138
1400,90,90
1400,15,15
1400,100,100
1400,16,16
1400,31,31
1400,700,700
1400,1,1
1400,6,6
1400,20,20
1400,26,26
1400,2,2
1400,66,66
1400,4,4
1400,32,32
1400,247,247
1400,60,60
1400,5,5
1400,50,50
1400,1,1
1400,25,25
1400,14,14
1400,5,5
1400,1200,1200
1400,132,132
1400,142,142
1400,12,12
1400,95,95
1400,12,12
1400,11,11
1400,155,155
1400,89,89
1400,25,25
1400,9,9
1400,350,350
1400,3,3
1400,3,3
1400,18000,18000
1400,300,300
1400,34,34
1400,144,144
1400,160,160
1400,48,48
1400,40,40
1400,75,75
1400,162000,162000
1400,36,36
1400,92,92
1400,2304,2304
1400,35,35
1400,21,21
1400,11,11
1400,1,1
1400,8400,8400
1400,3,3
1400,85,85
1400,3,3
1400,20,20
1400,4000,4000
1400,32,32
1400,120,120
1400,5,5
1400,4,4
1400,50,50
1400,2,2
1400,1000,1000
1400,4,4
1400,4,4
1400,15,15
1400,80,80
1400,1,1
1400,9,9
1400,170,170
1400,9300,9300
1400,79,79
1400,575,575
1400,30,30
1400,3,3
1400,6,6
1400,130,130
1400,7,7
1400,4,4
1400,10,10
1400,45,45
1400,150,150
1400,975,975
1400,3,3
1400,6,6
1400,2,2
1400,30,30
1400,3,3
1400,20,20
1400,36,36
1400,12,12
1400,6,6
1400,24,24
1400,3000,3000
1400,11,11
1400,2,2
1400,10,10
1400,15,15
1400,35,35
1400,6,6
1400,4,4
1400,43500,43500
1400,110,110
1400,120,120
1400,40,40
1400,5,5
1400,3,3
1400,12,12
1400,3,3
1400,12,12
1400,4,4
1400,3,3
1400,25,25
1400,5,5
1400,32,32
1400,280,280
1400,3,3
1400,10,20
1400,350,40
1400,3,6
1400,1,1
1400,11,12
1400,280,168
1400,2,2
1400,20,25
1400,440,2000
1400,35,60
1400,3,5
1400,24,9
1400,60,60
1400,26,16
1400,366,366
1400,32,16
1400,385000,385000
1400,36,60
1400,8,8
1400,20,20
1400,1000,500
1400,16,42
1400,36,18
1400,2800,5600
1400,20,80
1400,3,5
1400,55,16
1400,30,25
1400,26,26
1400,3,5
1400,140,280
1400,10,4
1400,72,54
1400,130,172
1400,60,60
1400,30,8
1400,66,75
1400,280,80
1400,2,2
1400,9,22
1400,26,26
1400,50,50
1400,92,132
1400,47,49
1400,232,162
1400,45,60
1400,50,20
1400,2480,2280
1400,4,4
1400,17,8
1400,200,280
1400,6,2
1400,3,2
1400,8,4
1400,21,21
1400,2,2
1400,30,10
1400,32,45
1400,17,17
1400,36,36
1400,40,80
1400,6,5
1400,320,320
1400,360,360
1400,5,6
1400,4000,15000
1400,6,5
1400,10,10
1400,1200,720
1400,9,4
1400,5,16
1400,694,594
1400,30,15
1400,21,30
1400,2,2
1400,5,2
1400,1,1
1400,11,6
1400,15,30
1400,30,90
1400,6,5
1400,8000,4000
1400,3,3
1400,692,1198
1400,30,28
1400,12,8
1400,3,3
1400,10,15
1400,50,11
1400,800,1000
1400,4000,5000
1400,3,14
1400,168,168
1400,16,11
1400,52500,180000
1400,3,3
1400,40,40
1400,2,2
1400,12,8
1400,500,1000
1400,2,5
1400,576,576
1400,42,44
1400,200,200
1400,50,50
1400,12,20
1400,310,62
1400,25,25
1400,9,27
1400,36,36
1400,250,80
1400,90,40
1400,14,350
1400,92800,129200
1400,150,298
1400,200000,17500
1400,4,8
1400,30,52
1400,2,10
1400,2,2
1400,19,842
1400,60,60
1400,100,140
1400,16,16
1400,160,100
1400,200,160
1400,3,8
1400,104,132
1400,50,50
1400,4,4
1400,12,12
1400,66,56
1400,25,75
1400,2,2
1400,120,100
1400,2,4
1400,1,3
1400,8,3
1400,6,4
1400,45,36
1400,47,42
1400,31,16
1400,60000,60000
1400,100,100
1400,60,20
1400,15,20
1400,2100,1400
1400,360,360
1400,1000,1000
1400,31,34
1400,1,1
1400,60,60
1400,130,100
1400,167,187
1400,90,37
1400,32,29
1400,32,4
1400,1050,1875
1400,120,120
1400,480,720
1400,31,19
1400,2,67
1400,4,6
1400,300,100
1400,18,18
1400,17,31
1400,1760,1596
1400,3,2
1400,66,80
1400,3,4
1400,21,12
1400,66,66
1400,21,50
1400,4,6
1400,16,14
1400,9,9
1400,4,3
1400,240,150
1400,32,48
1400,4,15
1400,5,50
1400,10,10
1400,8,2
1400,50,80
1400,25,60
1400,6000,20000
1400,11,11
1400,30000,45000
1400,18,12
1400,40,40
1400,300,300
1400,5,17
1400,255,195
1400,21,16
1400,40,100
1400,6,5
1400,500,7500
1400,5,1
1400,56,120
1400,50,50
1400,50,25
1400,20,10
1400,4,2
1400,5,4
1400,1170,2400
1400,50,70
1400,44,50
1400,67,88
1400,66,54
1400,70,90
1400,300,18
1400,422,410
1400,20,5
1400,17,21
1400,20,40
1400,6,6
1400,104,15
1400,366,452
1400,30,24
1400,57,83
1400,10,21
1400,320,150
1400,252,1260
1400,3,4
1400,2,2
1400,375,375
1400,36,45
1400,1600,1600
1400,13,4
1400,6,6
1400,24,8
1400,70,27
1400,8,21
1400,24,33
1400,1000,5000
1400,17,17
1400,12,12
1400,1,4
1400,10,10
1400,3,1
1400,500,800
1400,8,2
1400,10,6
1400,472,460
1400,240,40
1400,30,15
1400,2,2
1400,3,5
1400,826,826
1400,6,20
1400,60,70
1400,3,30
1400,3,4
1400,42,48
1400,16,10
1400,5,20
1400,34900,11050
1400,2240,500
1400,694,1210
1400,480,120
1400,32,64
1400,120,60
1400,98,84
1400,5,2
1400,570,770
1400,160,20
1400,2,4
1400,5,15
1400,20,8
1400,25,25
1400,5,20
1400,40,40
1400,50,240
1400,12,10
1400,30,20
1400,50,25
1400,50,3000
1400,50,20
1400,87,68
1400,21600,64800
1400,21,21
1400,50,120
1400,205,205
1400,390,374
1400,8,54
1400,1,8
1400,56,56
1400,10,6
1400,360000,85000
1400,2,2
1400,20,40
1400,3,6
1400,20,20
1400,20,20
1400,30,93
1400,5,70
1400,40,48
1400,5,5
1400,6,15
1400,4,5
1400,4,15
1400,15,15
1400,350,400
1400,1,8
1400,3,4
1400,255,335
1400,2,3
1400,130,120
1400,8,7
1400,13,20
1400,42,39
1400,20,2
1400,50,80
1400,9,9
1400,28,45
1400,90,120
1400,30000,20000
1400,10,13
1400,5,5
1400,60,50
1400,15,105
1400,42,42
1400,20,15
1400,8,16
1400,11,11
1400,560,840
1400,5,5
1400,120,100
1400,30,30
1400,1318,1218
1400,13,3
1400,200,200
1400,50,50
1400,224000,95200
1400,131,113
1400,20,20
1400,31,26
1400,5,2
1400,343,251
1400,50,50
1400,247,16
1400,31,32
1400,6,12
1400,160,220
1400,9219,7400
1400,50,50
1400,32,34
1400,8,8
1400,32,44
1400,9,11
1400,12,14
1400,87,123
1400,1,1
1400,12,24
1400,38,14
1400,13,39
1400,3000,7200
1400,26,20
1400,700,700
1400,3000,5000
1400,45,45
1400,193,193
1400,22,20
1400,30,60
1400,1500,1430
1400,40,25
1400,262,135
1400,540,1080
1400,700,1500
1400,200,200
1400,576,96
1400,98,122
1400,21,21
1400,5,5
1400,300,450
1400,70,90
1400,2,100
1400,20,110
1400,6,6
1400,80,160
1400,750,675
1400,50,45
1400,490,490
1400,36,48
1400,307,60
1400,4,7
1400,291,200
1400,35,60
1400,30,75
1400,3,3
1400,3,3
1400,302,336
1400,7,7
1400,11,9
1400,3,3
1400,6,5
1400,30,56
1400,300,600
1400,15,11
1400,3,5
1400,4,2
1400,312,348
1400,30,30
1400,3,8
1400,5000,3000
1400,20,15
1400,54,54
1400,48,6
1400,30,27
1400,75,87
1400,2,4
1400,40,75
1400,26,20
1400,91,273
1400,50,25
1400,13,23
1400,5,4
1400,60,48
1400,240000,330000
1400,3,4
1400,100,50
1400,80,52
1400,90,104
1400,6,7
1400,4,5
1400,12,10
1400,350,398
1400,186,180
1400,1000,1000
1400,7200,9360
1400,9,5
1400,100,50
1400,40,120
1400,1,1
1400,4,7
1400,4,4
1400,54,18
1400,42,9
1400,3,3
1400,30,20
1400,5,3
1400,17,4
1400,40,40
1400,3,5
1400,48,120
1400,400,200
1400,8400,27000
1400,50,50
1400,60,51
1400,2,14
1400,143,54
1400,291/5,30
1400,220,110
1400,27,27
1400,20,42
1400,150,195
1400,12,12
1400,22,28
1400,11,12
1400,2,10
1400,9,2
1400,98,101
1400,20,20
1400,42,42
1400,175,225
1400,30,20
1400,18,18
1400,2,2
1400,160000,40000
1400,36,189
1400,3,2
1400,13,12
1400,17,7
1400,32,160
1400,6,6
1400,3,4
1400,230,2
1400,48,12
1400,18,18
1400,3,4
1400,50,15
1400,26,38
1400,400,300
1400,50,50
1400,12,10
1400,3,1
1400,39,21
1400,400,400
1400,10,50
1400,27,9
1400,9,10
1400,3,2
1400,90,310
1400,840,560
1400,4000,8000
1400,192,2400
1400,89,147
1400,250,500
1400,10,10
1400,10,25
1400,3,3
1400,6,25
1400,4,4
1400,24,6
1400,56,120
1400,30,10
1400,2,2
1400,30,30
1400,36,16
1400,5,5
1400,12,10
1400,20,4200
1400,6,6
1400,4,7
1400,3,3
1400,17,23
1400,50,50
1400,15,15
1400,50,60
1400,48,56
1400,1,1
1400,60,60
1400,32,20
1400,36,32
1400,3,3
1400,7000,3000
1400,25,20
1400,80000,90000
1400,17,23
1400,20,33
1400,10,12
1400,54,48
1400,1000,1000
1400,44,36
1400,20,32
1400,6,5
1400,3,225
1400,60,30
1400,20,40
1400,92,96
1400,5,5
1400,5,5
1400,1650000,120000
1400,4,1
1400,25,25
1400,188,243
1400,2,2
1400,21,6
1400,47,20
1400,90,75
1400,14500,9500
1400,18,18
1400,30,26
1400,27000,93000
1400,8,9
1400,90,100
1400,30,30
1400,400,75
1400,50,50
1400,20,20
1400,500,750
1400,70,70
1400,4,4
1400,15,15
1400,104100,114200
1400,65,91
1400,92,76
1400,134,240
1400,6,17
1400,2,3
1400,2,3
1400,54,50
1400,10,10
1400,40,40
1400,15,15
1400,3,6
1400,31,33
1400,32,32
1400,350,250
1400,20,10
1400,30,10
1400,60,70
1400,100,75
1400,20,20
1400,40,25
1400,35,50
1400,30,70
1400,20,14
1400,3,2
1400,45,10
1400,34,34
1400,10,80
1400,31,27
1400,2,6
1400,3,3
1400,105,230
1400,20,20
1400,260,200
1400,15,20
1400,49,52
1400,323,41
1400,9,31
1400,570,540
1400,105,255
1400,30,40
1400,291,90
1400,27,27
1400,20,20
1400,2400,1800
1400,8,16
1400,20,20
1400,21,20
1400,350,350
1400,50,100
1400,28,28
1400,31,30
1400,3,5
1400,5,5
1400,98,83
1400,4,1
1400,87,50
1400,130,120
1400,30,10
1400,75,120
1400,13,23
1400,500,145
1400,4,4
1400,2325,2325
1400,138,319
1400,8,5
1400,20,20
1400,120,105
1400,17,17
1400,39,63
1400,5,5
1400,10,10
1400,6,11
1400,1,1
1400,60,58
1400,30,50
1400,4,3
1400,21,21
1400,6,3
1400,4000,2000
1400,2,8
1400,17,21
1400,312,520
1400,65,60
1400,9,12
1400,18,18
1400,3,6
1400,3,3
1400,6,6
1400,36,42
1400,3,2
1400,2,2
1400,30,69
1400,4000,50000
1400,1,12
1400,60,220
1400,20,10
1400,2,2
1400,3,2
1400,425,1125
1400,34,34
1400,2,2
1400,48,60
1400,24000,14000
1400,1080,360
1400,52,156
1400,30,30
1400,26,26
1400,700,500
1400,330,230
1400,36,32
1400,21600,43200
1400,45,20
1400,4,1
1400,8,8
1400,175,175
1400,15,15
1400,90,15
1400,72,72
1400,3,4
1400,50,30
1400,6,3
1400,30,14
1400,30,6
1400,130,130
1400,9,7
1400,240,16
1400,312,156
1400,180,284
1400,250,120
1400,525,525
1400,50,100
1400,20,300
1400,2,85
1400,2,2
1400,7,8
1400,32,26
1400,20,20
1400,3,5
1400,64000,5600
1400,10,13
1400,60,10
1400,2,2
1400,3320,245
1400,16,16
1400,52,29
1400,50,60
1400,3200,1520
1400,20,20
1400,50,50
1400,50,10
1400,56,64
1400,24,17
1400,20,20
1400,29,38
1400,30,40
1400,50,140
1400,120,480
1400,5,2
1400,4,3
1400,9,9
1400,11000,4500
1400,13,8
1400,97,79
1400,2,4
1400,3000,6600
1400,34,30
1400,88,88
1400,15,13
1400,3360,3360
1400,7,5
1400,490,210
1400,9,20
1400,2,12
1400,605,55
1400,142,112
1400,20,50
1400,12,10
1400,36,48
1400,17,13
1400,10,7
1400,2400,600
1400,20,20
1400,23,22
1400,6,6
1400,8,6
1400,30,31
1400,4,2
1400,570,860
1400,120,140
1400,20,400
1400,30,30
1400,38,38
1400,400,400
1400,564,762
1400,120,144
1400,4,28
1400,2,4
1400,50,20
1400,98,70
1400,3150,7425
1400,120,48
1400,4,2
1400,6,8
1400,98,98
1400,40,30
1400,1000,450
1400,1,4
1400,100,100
1400,53,45
1400,78,78
1400,40,20
1400,50,50
1400,30,16
1400,4,8
1400,308,308
1400,3,5
1400,45,85
1400,50,30
1400,15,12
1400,25,50
1400,280,270
1400,1170,1170
1400,4,1
1400,80,80
1400,280,480
1400,32000,70000
1400,10,5
1400,200,750
1400,40,7
1400,59,57
1400,6,6
1400,138,64
1400,2,3
1400,66,36
1400,5,3
1400,16,36
1400,20,10
1400,9,2
1400,3,3
1400,6,9
1400,6,4
1400,21,43
1400,3,2
1400,72,60
1400,12,18
1400,30,80
1400,3,3
1400,72,36
1400,3,2
1400,6,3
1400,54,63
1400,75,45
1400,500,700
1400,6,7
1400,520,64
1400,2,5
1400,500,500
1400,4,6
1400,2,3
1400,75,75
1400,224,160
1400,50,48
1400,31,29
1400,2,2
1400,17,9
1400,55,40
1400,224000,262500
1400,5,2
1400,50,48
1400,400,240
1400,113,91
1400,42,48
1400,12,12
1400,3,3
1400,3,2
1400,80,80
1400,10,150
1400,50,120
1400,75,75
1400,50,50
1400,291,84
1400,4,12
1400,2,18
1400,16,20
1400,570,540
1400,14,14
1400,3,4
1400,3,4
1400,1000,2050
1400,3,4
1400,5,4
1400,6,7
1400,4,8
1400,2,25
1400,3,5
1400,20,20
1400,4,4
1400,3,2
1400,50,50
1400,82,82
1400,15,15
1400,36,36
1400,36000,7000
1400,10,5
1400,32,23
1400,8,8
1400,50,50
1400,65,68
1400,50,40
1400,310,300
1400,3,1
1400,36,81
1400,40,40
1400,4,4
1400,30,25
1400,416,2125
1400,71,71
1400,54,34
1400,345,595
1400,160,32
1400,3,15
1400,16,24
1400,288,288
1400,18,34
1400,260,360
1400,6,4
1400,240,1490
1400,60,19
1400,2880000,2880000
1400,2,14
1400,20,2
1400,3,2
1400,17,10
1400,50,94
1400,30,30
1400,3,2
1400,50,68
1400,48,48
1400,78,57
1400,120,168
1400,40000,50000
1400,500,400
1400,300,200
1400,3,2
1400,15,15
1400,22,28
1400,3,15
1400,60,32
1400,2,2
1400,17,19
1400,24,60
1400,28,32
1400,30,20
1400,15,15
1400,2,7
1400,5,3
1400,120,110
1400,3,1
1400,44,44
1400,350,650
1400,12,9
1400,97,80
1400,2100,2100
1400,5000,2450
1400,20,25
1400,17,25
1400,4,18
1400,11,11
1400,20,10
1400,3,1
1400,4,8
1400,48,64
1400,36,32
1400,9,6
1400,4,7
1400,350,370
1400,16,12
1400,2,2
1400,45,45
1400,235,175
1400,6,4
1400,30,100
1400,3160,3140
1400,1630,655
1400,14,19
1400,5,9
1400,6,40
1400,4,14
1400,142,112
1400,20,36
1400,8,2
1400,280,35
1400,3,5
1400,50,75
1400,4,7
1400,45,15
1400,6,5
1400,3,2
1400,160,300
1400,90,95
1400,4,3
1400,6,50
1400,31,50
1400,5,3
1400,10,10
1400,200,200
1400,4,3
